"yine";"spanish";"source"
"Wa Kgimnanukakleru gininipa rushinikanutanna tyechijne gajene mukochripirana, ga wa poyagkaklewlupirana, ga wa giklukanuwlupirana.";"Y él, cuando venga, hará al mundo consciente del pecado, y de la justicia, y de ser juzgado;";"bible"
"Mukochripirana galikaka rushinikanutanna, gi rixanu gi ralixnona Gita.";"De pecado, porque no tienen fe en mí;";"bible"
"Wa poyagkaklewlupirana rushinikanutanna, gi rixanu Girchi yegi nyanu. Gi wa getanutkano.";"De justicia, porque voy al Padre y no me verán más;";"bible"
"Ga wa giklukanuwlupirana rushinikanutanna, gi rixanu tyechijne gitsrukate giklukanuwnayegjixkalurupa.";"De juicio, porque el príncipe de este mundo ha sido juzgado.";"bible"
"""Gi gepika waneyawano nunkakyapgi, seyni xani gi gimkata kashnantakletlu.";"Todavía tengo mucho que decirles, pero no son lo suficientemente fuerte para eso ahora.";"bible"
"Wa runinipa galikaka potu Giwekikaluru Wale kosekangi pejnuruko Galikakpotunanu Tokanchi yegi. Gi rixanu gi Waleko rushinikanu runkakletanu, seyni wa yijnakotyalu pejnunanuka runkakletanu. Runkakangi ginachrikakapapirana.";"Sin embargo, cuando él, el Espíritu del conocimiento verdadero, haya venido, él será su guía en todo el conocimiento verdadero: porque sus palabras no vendrán de sí mismo; de su propia iniciativa sino todo lo que haya venido escuchado, él hablara: y les mostrara en claro lo que vendrá.";"bible"
"Wale chinanu numalwutikolupa, gi rixanu Gitanu rawanu. Walepirana runkakangi.";"Él me glorificará, porque recibirá de lo que es mío y se lo dará a conocer a ustedes.";"bible"
"Klunerukta Girchinu walekoxni Gitanu. Giyagni wane nchina wa Gitanu rawini, runkakangi.";"Todo lo que el Padre tiene es mío: por eso digo: Él tomará lo que es mío y les hará saber.";"bible"
"""Pshinitsonu gi getanutkano. Wanepnute pshinitsonu, getanutnakno.""";"Después de un poco de tiempo no me verán más; y luego de nuevo, después de un poco de tiempo, me verán.";"bible"
"Giyagni wane chinkakna pimrine yimaklene, ""¿Klunerni wa tye wa wane chinyawu, 'Pshinitsonu gi getanutkano. Wanepnute pshinitsonu getanutnakno.' Ga wa 'gi rixanu Girchi yegi nyanutka?' """;"Entonces algunos de los discípulos dijeron el uno al otro: ¿Qué es esto que está diciendo? Después de un tiempo, ya no me verán; y luego de nuevo, después de un poco de tiempo, ¿me verán? y ¿voy al Padre?";"bible"
"Giyagni wane chinna, ""¿Klunerni china, wa 'pshinitsonu?' Gi wumata jemlu wa wane chinre.""";"Entonces dijeron una y otra vez: ¿Qué es esto que está diciendo, un poco de tiempo? Sus palabras no son claras para nosotros.";"bible"
"Rumata Geso raluka gepomgaletyaluna. Wane chinna, ""¿Gixkakluko gepomgakaka wane nchininri, 'Pshinitsonu gi getanutkano. Wanepnute pshinitsonu, getanutnakno?'";"Jesús vio que tenían el deseo de hacerle la pregunta, entonces él les dijo: ¿Es esto lo que están cuestionando uno con el otro, por qué dije: Después de un tiempo, ya no me verán más; y luego de nuevo, después de un poco de tiempo, ¿me verán?";"bible"
"Galikakni, galikakni wane nchingi, wa gixapa chiyagatanu, ga wa gwamonuwatanu. Tyechijne gajene gimuwatanu. Gixa gwamonuwatanu, seyni gwamonnu gimuwlu gixkalurupni.";"En verdad les digo que llorarán y llorarán, pero el mundo se alegrará; estarán tristes, pero su tristeza se convertirá en gozo.";"bible"
"Wa suxo tushpakawugenetini, kachinolu teta gi rixanu rapokatka topapko. Wa rushpakinitka mturu gi wa tushinikatkalu tsalewninrinanu, tumuwle chinanu wa tyechijne rushpakinriyatka satu yineru.";"Cuando una mujer está a punto de dar a luz, tiene dolor, porque ha llegado su hora; pero cuando ella ha dado a luz al niño, el dolor se aparta de su mente por la alegría de que un hombre haya venido al mundo.";"bible"
"Giyagni xani gixa koxa galikakni kachinolu geta. Seyni netanutnakgi ga wa gimuwgajitanu. Gikeko koningi gimuwle.";"Así ahora tienen aflicción; pero volveré a verlos, y su corazón se alegrará, y nadie les quitará su alegría.";"bible"
"Walegognepa gike gagjitanno gixa. Galikakni, galikakni wane nchingi, klunerukokta gagjitanru Girchi ngiwakaya Wale genekangi.";"Y en ese día no me haran preguntas. En verdad les digo: cualquier cosa que pidan al Padre, él se las dará en mi nombre.";"bible"
"Xanigognenanu gike gagjitawa ngiwakaya. Gagjitanru ga wa gyoptotanru tseruwninripa gimuwle.";"Hasta ahora no han pedido nada en mi nombre: háganlo, y recibirán, para que sus corazones estén llenos de alegría.";"bible"
"""Tyekaka yapkaklu tokanchiya nunkakgi. Wa gipapko ginanu, gi wa yapkaklu tokanchiya nunkakangi. Seyni pgujetanwaka nunkakangi Girchipirana.";"Todo esto les he dicho en proverbio; pero viene el tiempo en que ya no diré las cosas en proverbios, sino que te daré el conocimiento del Padre con claridad.";"bible"
"Walegogne gixa gagjitanu ngiwakaya. Gi wane nchingi Gita gagjitanru Girchi gixa chinanupa.";"En ese día harán peticiones en mi nombre; y no les digo que voy a orar al Padre por ustedes,";"bible"
"Gi rixanu Girchiko galukgi gi rixanu gixa galukno, ga wa galixno Goyakalu yegi nuyakatya.";"Porque el Padre mismo les da su amor, porque me ha dado su amor y han tenido fe de que vengo de Dios.";"bible"
"Girchi yegi nushpakamtya. Tyechijne nuna. Nuknokamtanutnaklu tyechijne. Girchi yegi nyanutka.""";"Salí de la presencia del Padre y vine al mundo; otra vez, me voy del mundo y voy al Padre.";"bible"
"Wane chinruna yimaklene, ""Petanu. Xani pgujetanuwaka pchina yanumsaleta. Gi satuna yapkaklu pchina.";"Sus discípulos dijeron: Ahora estás hablando claramente sin hacer comparaciones.";"bible"
"Xawakni wumata Pixa gimatlu ptowrunanuka. Gi pmaga gepomgakota. Tye chinanu walixa Goyakalu yegi puyakatya.""";"Ahora estamos seguros de que tienes conocimiento de todas las cosas y no tienes necesidad de que nadie te haga preguntas: a través de esto tenemos fe en que has venido de Dios.";"bible"
"Rugitna Geso, ""¿Xawakni galixge?";"Jesús respondió: ¿Tienen fe ahora?";"bible"
"Gipapko ginanu, runatka, gitspalkakanu. Satkaka rawyawaka yanu. Gitapje giknokamtanu. Seyni gi Gitapjeni, gi rixanu Gitaymalu Girchi.";"Mira, un tiempo viene, sí, la hora está aquí, cuando todos van a salir en todas las direcciones, cada uno a su casa, y yo estaré solo; pero no estoy solo, porque el Padre está conmigo.";"bible"
"""Tyekaka nunkakgi waneygi nchininripa giglewanshinikanru Gita chinanu. Tyechijne waneyapgi salewakchi. Seyni kiglenshinikanupgi. Gita gaalixaplu tye psolchijneko.""";"Les he dicho todas estas cosas para que en mí puedan tener paz. En el mundo tendrán problemas: ¡pero anímense tengan confianza! He vencido al mundo.";"bible"
"Tyekaka wane china Geso. Teno yigata. Wane china, ""Nuru, nopapko gapokatka. Puturu gimalwutikolupa Pixa chinanu, wa Pixa koxa gimalwutikolupa Puturu chinanu.";"Jesús dijo estas cosas; luego, levantando sus ojos al cielo, dijo: Padre, el tiempo ha llegado; da gloria a tu Hijo, para que el Hijo te glorifique;";"bible"
"Wane pixa gitakletno pejnurune yine chinanu, wa pejnuruneko penekyano, Gita genekyapna ruwekinrina gike rixiniko mnikawnakatupa.";"Así como le diste autoridad sobre toda carne, para dar vida eterna a todos los que le has dado.";"bible"
"Tyenwa giweklu gike rixiniko mnikawnakatu, wa rumatyapyina, satupjeru Goyakalu galikakpotunanu, ga wa Geso Kristo wa pyokanatanruno.";"Y esta es la vida eterna:que te conozcan a ti, el único Dios verdadero, ya que has enviado, a Jesucristo.";"bible"
"Gita chinanu pumalwutikolutka tyechijneya. Nnikatatkalu kamrurchi penekyano nkamrutyaplu.";"Te he dado gloria en la tierra, habiendo hecho todo el trabajo que me diste que hiciera.";"bible"
"Ga wa xani, Nuru, penekanno noyaknu, wa Pixastsi nwini noyaknunanu tye psolchijneko mawanatkanuwa.";"Y ahora, Padre, déjame glorificarte, esa gloria que tuve contigo antes que el mundo fuese.";"bible"
"""Wa nyi yine tyechijne gajene penekyano, nekakgigiwakatyi. Pixanune, ga wa Gita penekatka. Rumretatokanutyina.";"He dado a conocer tu nombre a los hombres que me diste fuera del mundo: tuyos eran, y tú me los diste, y han obedecido tu mensaje.";"bible"
"Xawakni rumatatkaluna pejnurkakako penekyano Pixa ruyakatya.";"Ahora les queda claro que todo lo que me has dado viene de ti:";"bible"
"Gi rixanu wa tokanchi wa penekyano, nenekatkana. Yoptotatkaluna. Rumatatkaluna galikakpotunanu Pixa yegi nuyakatinri. Ga wa ralixna Pixa yokanatyano.";"porque les he dado el mensaje que me diste; y ellos lo recibieron, y saben de que yo vengo de ti, y han creído que tú me enviaste.";"bible"
"Wanna chinanu nagjita. Gi wa tye psolchijne gajeneko chinanu nagjita, seyni penekyano chinanu, gi rixanu Pixanunni.";"Mi oración es para ellos: mi oración no es para el mundo, sino para aquellos a quienes me has dado, porque son tuyos,";"bible"
"Wa pejnuruko wane nixle, Pixa wane gixleni. Pixa wane gixle Gitankoxni. Gimalwutkalurno waleya.";"Todo lo mío es tuyo, y lo tuyo es mío y yo soy glorificado a través de ellos.";"bible"
"Gi wa tyechijnetkano, ga wa wanna tyechijne gwawa. Pixa yegi nyanu Gita. Nuru kpashiri, pgiwakaya pumretanna wa penekyano, satupjerune rixinripna, Wixa pixka.";"Y ahora ya no estaré en el mundo, pero ellos están en el mundo y yo vengo a ti. Santo Padre, guárdalos en tu nombre los que me has dado, para que sean uno, así como nosotros somos uno.";"bible"
"Wanna yegi nwanatini, Gita gimretanatna pgiwakaya. Wa penekyano numretanatna. Gi satuna gamgiyna wanna, seyni kamchi jiglokanrunapjeni gamgana, poyagkakikolupa wa yonatkaluru.";"Mientras estaba con ellos, los guardé a salvo con el poder de tu nombre, que me has dado; yo los cuidé, y ninguno de ellos ha venido a la destrucción, sino solo el hijo de la destrucción, para que las Escrituras se cumplan.";"bible"
"""Ga wa xani Pixa yegi nya, ga wa tye wane nchina tyechijneya, waneyna rixinripna numuwle tseruwnapotutachri.";"Y ahora vengo a ti; y estas cosas digo en el mundo para que puedan tener mi alegría completa en ellos.";"bible"
"Gita genekna ptokanu, ga wa tyechijne gajene gayegixna, gi rixanu gi wa tyechijne gajenni, Gitako pixka, gi wa tyechijne gajerno.";"Les he dado tu palabra; y son odiados por el mundo, porque no son del mundo, como tampoco yo soy del mundo.";"bible"
"Gi wa nagjita wa Pixa gwapyapna tyechijneya, seyni Pixa girukotyapna mugletuya.";"Mi oración no es que los saques del mundo, sino que los guardes del Maligno.";"bible"
"Gi wa tyechijne gajenni, Gita pixka; gi wa tyechijne gajerno.";"Ellos no son del mundo, así como yo, no soy del mundo.";"bible"
"Kpashirine pixkakanna galikaka potu ptokanuya. Galikakpotni ptokanu.";"Hazlos santos por la palabra verdadera: tu palabra es la palabra verdadera.";"bible"
"Wa tye psolchijneko Pixa yokanatno, waneko pixka nixa tye psolchijneko yokanretna.";"Así como me has enviado al mundo, así los he enviado al mundo.";"bible"
"Wanna chinanu Gitnanuko kpashiri nixnawa, kpashirine rixinrikoxapna wanna galikaka potu tokanchiya.";"Y por ellos me consagro, para que sean ellos consagrados por medio de la verdad.";"bible"
"""Gi wannapje chinanu nagjita, seyni koxa wa nalixjenepa wanna tokanu chinanu.";"Mi oración no es solo para ellos, sino para todos los que tendrán fe en mí por el mensaje de la palabra por medio de ellos;";"bible"
"Satupjerune rixinripna pejnuruneko, Pixa pixka, Nuru, Gita pwinri, ga wa Gita Pixa nwinri; wanna koxa satupjerunepa Wixa rawinripna, wa tyechijne gajene galixinripa Pixa yokanatyano.";"Que todos sean uno! Así como tú, padre, estás en mí y yo en ti, déjalos estar en nosotros, para que todos los hombres crean que tú me enviaste.";"bible"
"Wa noyaknu penekyano, wale nenekatkana. Wa satupjerune rixinripna, Wixa pixka satupjerunwu.";"Y la gloria que me diste, les he dado, para que sean uno, así como tu y yo somos uno;";"bible"
"Wanna nwinri Gita ga wa Pixa Gita pwinri, satupjerune rixpotutinripna, wa tye psolchiijneko gajene gimatinripa Pixa yokanatyano, ga wa pushinikyana Gita pushinikiniko pixka.";"Yo en ellos, y tú en mí, para que sean hechos uno solo, y para que quede claro a todos los hombres que me enviaste, y que son amados por ti como yo soy amado por ti.";"bible"
"""Nuru, wa wanna penekyano naluklu ginakaktanwa Gita, wanna koxa Gita yegi gwanu, wa retyapluna noyaknu penekyano. Gi rixanu Pixa gishinikno tyechijne ma mutaakanuwa.";"Padre, es mi deseo que estos a quienes me has dado estén a mi lado donde yo estoy, para que puedan ver mi gloria que me has dado, porque me amabas antes de que el mundo se convirtiera en realidad.";"bible"
"""Nuru poyagkakachri, tyechijne gajene gi gimatyi, seyni Gita gimatyi. Ga wa nyi gimata wa Pixa yokanatyano.";"Padre de justicia, yo te conozco, aunque el mundo no; y para ellos está claro que me enviaste;";"bible"
"Gita gimatkakna pgiwaka, ga wa numatkakanna, wa gishiniklewlu wa pushinikyano wanna rawinripa, ga wa wanna nwinripa.""";"Y les he dado a conocer tu nombre, y lo seguiré haciendo, para que el amor que tienes por mí pueda estar en ellos y yo en ellos.";"bible"
"Wane chininitka Geso, yatka yimakleneyma. Setro Gapga wakanute yatka, wa sana gwiywaka. Geso jiglokamtlu sana yimakleneyma.";"Cuando Jesús hubo dicho estas palabras, salió con sus discípulos sobre el arroyo de Cedrón a un jardín, donde fue con sus discípulos.";"bible"
"Ga wa Gota koxa wa samyokjerupa rumatlu sana. Gi rixanu gixo kata wane rapatjetyana Geso ga wa yimakleneyma.";"Y Judas, que lo estaba traicionando, tenía conocimiento del lugar porque Jesús iba allí con frecuencia con sus discípulos.";"bible"
"Giyagni Gota ganikna solalone, wa tsrukakalune sasertotene ga wa Gwariseyonetowrerune. Wane yana yochpiikaluroyma, kataluyma, giylalewapiyma.";"Entonces Judas, trayendo una tropa de soldados armados y guardias de parte de los principales sacerdotes y fariseos, fue allí con luces y armas.";"bible"
"Giyagni Geso gimatlu ptowrunanuka wa ruknogjerupa. Potukle ya. Wane chinna, ""¿Katu gijga?""";"Entonces Jesús, conociendo todo lo que venía sobre él, se adelantó y les dijo: ¿A quién están buscando?";"bible"
"Rugitluna, ""Geso, Nasare gajeru."" Wane chinna Wale, ""Gitni."" Wannaymakoxlu Gota samyokjeru.";"Su respuesta fue, a Jesús el Nazareno. Jesús dijo: Yo soy el. Y Judas, el que lo estaba traicionando, estaba allí a su lado.";"bible"
"""Gitni,"" chinanna Geso, ruxririkamtanna. Nakgamtanna.";"Y cuando les dijo: Yo soy él, volvieron y cayeron a la tierra.";"bible"
"Giyagni rumepe gepomgaletatnakna, ""¿Katu gijga?"" Wanna wane china, ""Geso Nasare gajeru.""";"Entonces nuevamente les hizo la pregunta: ¿A quién estás buscando? Y ellos dijeron: a Jesús el Nazareno.";"bible"
"Rugita Geso, ""Nunkakatkagi Gitni. Giyagni Gita gijgini getasha yaletanna nyi,""";"Jesús respondió: He dicho que yo soy; si me estás buscando, deja que estos hombres se vayan.";"bible"
"poyagkakikolupa tokanchi Wale chinyawaka, ""Wa penekyano, gi satuna gamgiyno.""";"Dijo esto para que sus palabras se hicieran realidad, Padre de los que me diste no perdí ninguno.";"bible"
"Giyagni Simo Petro kyoglolewapreru, koshpaklu. Rustaklu sasertotene gitsrukate potu wayegreru, ga wa rustakjepitlu. Potuklejepi rustakyalu. Wayegrechri giwaka Malko.";"Entonces Simón Pedro, que tenía una espada, la sacó y le dio un golpe al siervo del sumo sacerdote, cortando su oreja derecha. El nombre del sirviente era Malco.";"bible"
"Giyagni Geso wane chinru, ""Petro, gipata pyoshmakanru yoglolewapi. Wa Girchi genekyano wa girapistono, ¿gi ge nurinro?"" Wane china salewnalepapirana.";"Entonces Jesús dijo a Pedro: Retira tu espada. ¿No voy a tomar la copa que mi Padre me ha dado?";"bible"
"Giyagni solalone, ga wa ksolaloteru, ga wa Goteyonetowrerune, wanna kashichlu Geso. Rostutluna.";"Entonces la tropa, el comandante y la policía tomaron a Jesús y lo rodearon con cuerdas.";"bible"
"Ganasa yegi gapka ranikluna. Gi rixanu Kaygwasu gimatjirni. Walenwa wale walapu sasertotene gitsrukatpotu.";"Lo llevaron primero a Anás, porque Anás era el suegro de Caifás, que era el sumo sacerdote ese año.";"bible"
"Walenwa Kaygwasu wa Goteyone giykotachri, wa wane chinachri wa rupxakyapna wa satu jeji gipninripa yine chinanu.";"Fue Caifás quien les dijo a los judíos que a ellos les interesaba que un hombre muriera por el pueblo.";"bible"
"Simo Petro gomkagitlu Geso, ga wa satu yimakleru. Wa tye yimakleru rumata sasertotene gitsrukatpotu. Gesoyma jigloklu sasertotene gitsrukatpotupji.";"Y Simón Pedro fue tras Jesús con otro discípulo. Ahora ese discípulo era amigo del sumo sacerdote y entró con Jesús en la casa del sumo sacerdote;";"bible"
"Maleka, gipgyaptostsi rawanata Petro. Giyagni rushpaka wa satu yimakleru wa sasertotene gitsrukate potu gimatanru. Ruynumsatlo gipgyapto gajero. Gitoko raniklu Petro.";"Pero Pedro fue mantenido afuera en la puerta. Entonces este otro discípulo, que era amigo del sumo sacerdote, salió y habló con la muchacha que mantenía la puerta, y tomó a Pedro.";"bible"
"Giyagni wa gipxaklewatachro gipgyapto gajero wane chinru Petro, ""¿Gi ge tye jeji yimaklerkoxyi pixa?"" Wale wane china, ""Gi wa gitni.""";"Entonces la portera le dijo a Pedro: ¿No eres tú? uno de los discípulos de este hombre? En respuesta, dijo, no, yo no soy.";"bible"
"Wane tunwanatna wayegrechine ga wa towrechine, yoshikpawatachine. Gi rixanu kachikleru. Rolkana. Petro koxa wannastsi tunwata. Rolka koxa wale.";"Ahora los sirvientes y los guardias habían encendido fuego porque hacía frío; se estaban calentando frente a él y Pedro estaba allí con ellos, calentándose a sí mismo.";"bible"
"Giyagni wa sasertotene gitsrukate potu gepomgalu Geso, yimaklenepiranaya, ga wa runkaklewleya.";"Entonces el sumo sacerdote le hizo preguntas a Jesús acerca de sus discípulos y sus enseñanzas.";"bible"
"Geso gigitlu, ""Pgujetanuwaka potu nchina yanumsayegletna psolchijneko gajene. Gita ginkaklewjeta ginkaklewwakapjiya, wa rapatjejetyawakna pejnuruneko Goteyone. Gi wa yogimawakako nunkaklewatya.";"Jesús respondió: Dije cosas abiertamente al mundo en todo tiempo; He dado mis enseñanzas en las sinagogas y en el templo al que todos los judíos vienen; y no he dicho nada en secreto.";"bible"
